"","CBX","data1_selection","data1_intersection","data1_infeasible","data2_selection","data2_intersection","data2_infeasible","data1_secretor_selection","data1_secretor_intersection","data1_secretor_infeasible","data2_secretor_selection","data2_secretor_intersection","data2_secretor_infeasible","background"
"754","0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5088
"755","0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0",77,NA,1232,47,NA,1232,45,NA,1232,19,NA,1232,2336
"756","0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,5408
"757","0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,5088
"758","0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_0",50,NA,1232,8,NA,1232,44,NA,1232,7,NA,1232,2336
"759","0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,5408
"760","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4228
"761","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0",89,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6148
"762","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"763","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4036
"764","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0",89,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6148
"765","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"766","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3588
"767","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"768","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"769","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,476,NA,NA,476,NA,NA,476,NA,NA,476,2920
"770","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0",33,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6148
"771","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"772","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"773","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4612
"774","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,476,NA,NA,476,2,NA,476,NA,NA,476,2920
"775","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"776","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0",16,NA,476,4,NA,476,NA,NA,476,1,NA,476,884
"777","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"778","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"779","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0",10,NA,476,2,NA,476,NA,NA,476,1,NA,476,884
"780","0_0_1_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"781","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1",12,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4228
"782","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0",895,NA,NA,NA,NA,NA,793,NA,NA,NA,NA,NA,6148
"783","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,6148
"784","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1",12,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4036
"785","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0",895,NA,NA,NA,NA,NA,793,NA,NA,NA,NA,NA,6148
"786","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,6148
"787","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3588
"788","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0",851,NA,NA,NA,NA,NA,727,NA,NA,NA,NA,NA,6148
"789","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"790","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,476,NA,NA,476,NA,NA,476,NA,NA,476,2920
"791","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0",851,NA,NA,NA,NA,NA,734,NA,NA,NA,NA,NA,6148
"792","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"793","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"794","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0",927,NA,NA,10,NA,NA,748,NA,NA,NA,NA,NA,4612
"795","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,476,9,NA,476,NA,NA,476,NA,NA,476,2920
"796","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"797","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0",163,NA,476,3,NA,476,135,NA,476,1,NA,476,884
"798","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"799","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"800","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0",159,NA,476,2,NA,476,135,NA,476,1,NA,476,884
"801","0_0_1_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"802","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1",9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4228
"803","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0",490,NA,NA,NA,NA,NA,373,NA,NA,NA,NA,NA,6148
"804","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"805","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1",9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4036
"806","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0",490,NA,NA,NA,NA,NA,373,NA,NA,NA,NA,NA,6148
"807","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"808","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3588
"809","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0",442,NA,NA,NA,NA,NA,333,NA,NA,NA,NA,NA,6148
"810","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"811","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,476,NA,NA,476,NA,NA,476,NA,NA,476,2920
"812","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0",442,NA,NA,NA,NA,NA,338,NA,NA,NA,NA,NA,6148
"813","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"814","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"815","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0",488,NA,NA,NA,NA,NA,345,NA,NA,NA,NA,NA,4612
"816","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,476,NA,NA,476,NA,NA,476,NA,NA,476,2920
"817","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"818","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0",89,NA,476,3,NA,476,63,NA,476,1,NA,476,884
"819","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"820","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"821","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1_0",84,NA,476,2,NA,476,63,NA,476,1,NA,476,884
"822","0_0_1_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"823","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1",NA,NA,NA,54,NA,NA,44,NA,NA,12,NA,NA,10864
"824","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0",116,NA,NA,1250,NA,NA,210,28,NA,1398,28,NA,11504
"825","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,1263,NA,NA,32,14,NA,1437,14,NA,10224
"826","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1",NA,NA,NA,48,NA,NA,44,NA,NA,10,NA,NA,10384
"827","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0",116,NA,NA,1242,NA,NA,204,26,NA,1390,26,NA,11504
"828","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,1254,NA,NA,32,14,NA,1429,14,NA,10224
"829","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,56,NA,NA,NA,NA,NA,12,NA,NA,9264
"830","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0",NA,NA,NA,1322,NA,NA,161,13,NA,1413,13,NA,11504
"831","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,1279,NA,NA,6,6,NA,1468,6,NA,10224
"832","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,1232,57,NA,1232,NA,NA,1232,14,NA,1232,7552
"833","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0",NA,NA,NA,1317,NA,NA,156,12,NA,1405,12,NA,11504
"834","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,1274,NA,NA,6,6,NA,1460,6,NA,10224
"835","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,762,NA,NA,68,68,NA,776,68,NA,9264
"836","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0",290,194,NA,862,194,NA,306,220,NA,855,220,NA,6240
"837","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,688,263,NA,688,16,14,688,406,14,688,3520
"838","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1",NA,NA,NA,878,NA,NA,84,84,NA,937,84,NA,5168
"839","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0",130,98,752,430,98,752,79,63,752,453,63,752,1264
"840","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,677,NA,NA,45,45,NA,813,45,NA,2992
"841","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1",NA,NA,NA,762,NA,NA,76,76,NA,801,76,NA,5408
"842","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0",95,80,752,317,80,752,75,55,752,326,55,752,1424
"843","0_0_1_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,610,NA,NA,44,44,NA,726,44,NA,3120
"844","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1",NA,NA,NA,30,NA,NA,44,NA,NA,NA,NA,NA,10864
"845","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0",122,NA,NA,48,NA,NA,166,NA,NA,NA,NA,NA,11504
"846","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,36,NA,NA,10,NA,NA,NA,NA,NA,10224
"847","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1",NA,NA,NA,26,NA,NA,44,NA,NA,NA,NA,NA,10384
"848","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0",122,NA,NA,48,NA,NA,162,NA,NA,NA,NA,NA,11504
"849","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,36,NA,NA,10,NA,NA,NA,NA,NA,10224
"850","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,9264
"851","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0",NA,NA,NA,48,NA,NA,148,NA,NA,NA,NA,NA,11504
"852","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,36,NA,NA,NA,NA,NA,3,NA,NA,10224
"853","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,1232,33,NA,1232,NA,NA,1232,NA,NA,1232,7552
"854","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0",NA,NA,NA,48,NA,NA,144,NA,NA,NA,NA,NA,11504
"855","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,36,NA,NA,NA,NA,NA,3,NA,NA,10224
"856","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,10864
"857","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0",62,NA,NA,71,NA,NA,105,NA,NA,3,NA,NA,7280
"858","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,688,32,NA,688,NA,NA,688,31,NA,688,4432
"859","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,5168
"860","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0",33,NA,752,53,NA,752,18,NA,752,35,NA,752,1264
"861","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,14,NA,NA,NA,NA,NA,4,NA,NA,2992
"862","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,5408
"863","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0",15,NA,752,18,NA,752,22,NA,752,12,NA,752,1424
"864","0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,3120
"865","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1",40,NA,NA,464,NA,NA,240,NA,NA,52,NA,NA,65436
"866","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0",1895,26,NA,6362,26,NA,1007,139,NA,7033,139,NA,73116
"867","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0",14,NA,NA,6414,NA,NA,204,88,NA,7159,88,NA,69276
"868","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1",40,NA,NA,456,NA,NA,240,NA,NA,58,NA,NA,62556
"869","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0",1887,26,NA,6338,26,NA,995,135,NA,7009,135,NA,73116
"870","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_1_0_0",14,NA,NA,6390,NA,NA,204,88,NA,7133,88,NA,69276
"871","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,460,NA,NA,NA,NA,NA,60,NA,NA,55836
"872","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0",1082,20,NA,6674,20,NA,712,44,NA,7091,44,NA,73116
"873","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,6512,NA,NA,24,24,NA,7245,24,NA,69276
"874","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1",NA,NA,7428,442,NA,7428,NA,NA,7428,78,NA,7428,45528
"875","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0",1076,20,NA,6657,20,NA,702,42,NA,7067,42,NA,73116
"876","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,6490,NA,NA,24,24,NA,7219,24,NA,69276
"877","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1",1,NA,NA,4526,NA,NA,259,259,NA,4440,259,NA,64956
"878","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0",1910,1234,NA,4985,1234,NA,1407,1097,NA,4712,1097,NA,44796
"879","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_1_0_0",1,NA,4932,1655,NA,4932,79,61,4932,2351,61,4932,27096
"880","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1",116,112,NA,3746,112,NA,312,260,NA,3785,260,NA,35472
"881","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0",661,388,5124,1822,388,5124,342,253,5124,1725,253,5124,9804
"882","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0",46,40,NA,3045,40,NA,196,176,NA,3628,176,NA,21840
"883","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1",116,112,NA,3683,112,NA,328,276,NA,3769,276,NA,35472
"884","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0",531,388,5124,1588,388,5124,344,255,5124,1551,255,5124,9804
"885","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0",46,40,NA,2956,40,NA,198,178,NA,3578,178,NA,21840
"886","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1",22,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,16128
"887","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0",656,NA,NA,128,NA,NA,15,NA,NA,NA,NA,NA,27792
"888","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"889","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1",22,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,15360
"890","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0",591,NA,NA,128,NA,NA,15,NA,NA,NA,NA,NA,27792
"891","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"892","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,13392
"893","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0",172,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,27792
"894","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"895","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1",NA,NA,2064,59,NA,2064,NA,NA,2064,NA,NA,2064,10560
"896","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0",107,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,27792
"897","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"898","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30672
"899","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0",927,NA,NA,6,NA,NA,335,NA,NA,NA,NA,NA,35472
"900","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0_0",NA,NA,3696,21,NA,3696,NA,NA,3696,NA,NA,3696,22656
"901","0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,15264
